task_id,instance_id,baseline_id,model,expected_model_variant,observed_model_variants,model_binding_valid,fault_id,fault_layer,covered,fault_triggered,strict_success,repair_round,repair_attempts,repair_at_1,repair_at_2,repair_at_4,compile_status,execution_status,numerical_status,gradient_status,update_status,stage_status_semantics,patch_count,out_of_scope_edit_count,llm_calls,prompt_tokens,completion_tokens,total_tokens,api_cost_usd,wall_time_sec,failure_reason,final_patch,raw_report
NU-01-B__tiny_causal_lm__numerical__NU-01__r_direct,NU-01-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,NU-01,numerical,True,True,True,2,2,False,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,2,3118,855,3973,,9.632906,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/candidates/NU-01-B__tiny_causal_lm__numerical__NU-01__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/raw/NU-01-B__tiny_causal_lm__numerical__NU-01__r_direct.json
NU-02-A__transformer_classifier__numerical__NU-02__r_direct,NU-02-A,r_direct,transformer_classifier,transformer,transformer,True,NU-02,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,552,1920,2472,,18.464609,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/candidates/NU-02-A__transformer_classifier__numerical__NU-02__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/raw/NU-02-A__transformer_classifier__numerical__NU-02__r_direct.json
NU-02-B__tiny_causal_lm__numerical__NU-02__r_direct,NU-02-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,NU-02,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,554,987,1541,,10.145482,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/candidates/NU-02-B__tiny_causal_lm__numerical__NU-02__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/raw/NU-02-B__tiny_causal_lm__numerical__NU-02__r_direct.json
NU-03-A__cnn__numerical__NU-03__r_direct,NU-03-A,r_direct,cnn,cnn,cnn,True,NU-03,numerical,True,True,False,,4,False,False,False,not_measured,not_measured,fail,not_measured,not_measured,fault_group_proxy,4,0,4,164176,174726,338902,,1547.766367,strict_verifier_failed,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/candidates/NU-03-A__cnn__numerical__NU-03__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/raw/NU-03-A__cnn__numerical__NU-03__r_direct.json
NU-03-B__image_mlp__numerical__NU-03__r_direct,NU-03-B,r_direct,image_mlp,mlp,mlp,True,NU-03,numerical,True,True,False,,4,False,False,False,not_measured,not_measured,fail,not_measured,not_measured,fault_group_proxy,3,0,4,123132,167237,290369,,2115.617821,JSONDecodeError: Expecting value: line 1 column 1 (char 0),experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/candidates/NU-03-B__image_mlp__numerical__NU-03__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/raw/NU-03-B__image_mlp__numerical__NU-03__r_direct.json
NU-04-A__cnn__numerical__NU-04__r_direct,NU-04-A,r_direct,cnn,cnn,cnn,True,NU-04,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1592,430,2022,,4.973209,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/candidates/NU-04-A__cnn__numerical__NU-04__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/raw/NU-04-A__cnn__numerical__NU-04__r_direct.json
NU-04-B__transformer_classifier__numerical__NU-04__r_direct,NU-04-B,r_direct,transformer_classifier,transformer,transformer,True,NU-04,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1561,323,1884,,3.602811,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/candidates/NU-04-B__transformer_classifier__numerical__NU-04__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/raw/NU-04-B__transformer_classifier__numerical__NU-04__r_direct.json
NU-05-A__cnn__numerical__NU-05__r_direct,NU-05-A,r_direct,cnn,cnn,cnn,True,NU-05,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,41016,6743,47759,,82.514398,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/candidates/NU-05-A__cnn__numerical__NU-05__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/raw/NU-05-A__cnn__numerical__NU-05__r_direct.json
NU-05-B__tiny_causal_lm__numerical__NU-05__r_direct,NU-05-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,NU-05,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,41018,2023,43041,,33.211795,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/candidates/NU-05-B__tiny_causal_lm__numerical__NU-05__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/raw/NU-05-B__tiny_causal_lm__numerical__NU-05__r_direct.json
NU-06-A__image_mlp__numerical__NU-06__r_direct,NU-06-A,r_direct,image_mlp,mlp,mlp,True,NU-06,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1558,272,1830,,3.357336,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/candidates/NU-06-A__image_mlp__numerical__NU-06__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/raw/NU-06-A__image_mlp__numerical__NU-06__r_direct.json
NU-06-B__transformer_classifier__numerical__NU-06__r_direct,NU-06-B,r_direct,transformer_classifier,transformer,transformer,True,NU-06,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1561,465,2026,,4.679689,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/candidates/NU-06-B__transformer_classifier__numerical__NU-06__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/raw/NU-06-B__transformer_classifier__numerical__NU-06__r_direct.json
NU-07-A__image_mlp__numerical__NU-07__r_direct,NU-07-A,r_direct,image_mlp,mlp,mlp,True,NU-07,numerical,True,True,False,,4,False,False,False,not_measured,not_measured,fail,not_measured,not_measured,fault_group_proxy,3,0,4,126488,71672,198160,,1230.468409,JSONDecodeError: Expecting value: line 1 column 1 (char 0),experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/candidates/NU-07-A__image_mlp__numerical__NU-07__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/raw/NU-07-A__image_mlp__numerical__NU-07__r_direct.json
NU-07-B__tiny_causal_lm__numerical__NU-07__r_direct,NU-07-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,NU-07,numerical,True,True,False,,4,False,False,False,not_measured,not_measured,fail,not_measured,not_measured,fault_group_proxy,5,0,4,167554,45770,213324,,432.844754,strict_verifier_failed,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/candidates/NU-07-B__tiny_causal_lm__numerical__NU-07__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/raw/NU-07-B__tiny_causal_lm__numerical__NU-07__r_direct.json
GR-01-A__transformer_classifier__gradient_update__GR-01__r_direct,GR-01-A,r_direct,transformer_classifier,transformer,transformer,True,GR-01,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1788,852,2640,,10.096068,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/candidates/GR-01-A__transformer_classifier__gradient_update__GR-01__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/raw/GR-01-A__transformer_classifier__gradient_update__GR-01__r_direct.json
GR-01-B__tiny_causal_lm__gradient_update__GR-01__r_direct,GR-01-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,GR-01,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1789,536,2325,,6.505528,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/candidates/GR-01-B__tiny_causal_lm__gradient_update__GR-01__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/raw/GR-01-B__tiny_causal_lm__gradient_update__GR-01__r_direct.json
GR-02-A__cnn__gradient_update__GR-02__r_direct,GR-02-A,r_direct,cnn,cnn,cnn,True,GR-02,gradient_update,True,True,True,2,2,False,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,2,3740,1123,4863,,10.616644,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/candidates/GR-02-A__cnn__gradient_update__GR-02__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/raw/GR-02-A__cnn__gradient_update__GR-02__r_direct.json
GR-02-B__image_mlp__gradient_update__GR-02__r_direct,GR-02-B,r_direct,image_mlp,mlp,mlp,True,GR-02,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1844,411,2255,,4.631999,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/candidates/GR-02-B__image_mlp__gradient_update__GR-02__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/raw/GR-02-B__image_mlp__gradient_update__GR-02__r_direct.json
GR-03-A__cnn__gradient_update__GR-03__r_direct,GR-03-A,r_direct,cnn,cnn,cnn,True,GR-03,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1876,1073,2949,,10.083137,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/candidates/GR-03-A__cnn__gradient_update__GR-03__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/raw/GR-03-A__cnn__gradient_update__GR-03__r_direct.json
GR-03-B__transformer_classifier__gradient_update__GR-03__r_direct,GR-03-B,r_direct,transformer_classifier,transformer,transformer,True,GR-03,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1856,2607,4463,,25.214023,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/candidates/GR-03-B__transformer_classifier__gradient_update__GR-03__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/raw/GR-03-B__transformer_classifier__gradient_update__GR-03__r_direct.json
GR-04-A__cnn__gradient_update__GR-04__r_direct,GR-04-A,r_direct,cnn,cnn,cnn,True,GR-04,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1832,8024,9856,,77.975743,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/candidates/GR-04-A__cnn__gradient_update__GR-04__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_101/r_direct/r_direct/raw/GR-04-A__cnn__gradient_update__GR-04__r_direct.json
