baseline_id,instance_id,fault_id,instance_label,model_id,model_name,model_variant,expected_model_variant,observed_model_variants,model_binding_valid,workload_fingerprint,layer,predicted_layer,layer_correct,diagnosis_complete,scope,runner_case,low_hint,oracle,strict_success,passed,real_llm,blind,fault_triggered,attempts,effective_rounds,patch_count,validation_status,restore_status,regression_passed,failure_reason,runner_error,wall_time_sec
r_hier,EX-06-A,EX-06,A,M3,Transformer Classifier,transformer,transformer,transformer,True,7ec256b7b73decec4a01cbeabbf49237d742a9bdfdef55843bf796713c396053,execution,execution,True,True,core_operator,,False,tensor boundary type probe,False,False,True,True,True,0,0,2,,True,False,wrong_root_cause_hypothesis,,44.07566
r_hier,EX-06-B,EX-06,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,ef4e678bb2bd8a72f10fbde81ada188d9fb71e31bc3df153522530802c1df107,execution,execution,True,True,core_operator,,False,tensor boundary type probe,True,True,True,True,True,0,1,1,verified_restored,True,True,,,41.388284
r_hier,EX-07-A,EX-07,A,M1,CNN,cnn,cnn,cnn,True,250d62c6c7f597649483be04911cb2099dcf1973983d3f8e5ae59eb554829a40,execution,execution,True,True,core_operator,EX-07,False,BF16 embedding private probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,57.237553
r_hier,EX-07-B,EX-07,B,M2,Image MLP,mlp,mlp,mlp,True,733c04e1524ba59de8684c34232c43090fb77b3b4b694cffdeb6821ae51062be,execution,execution,True,True,core_operator,EX-07,False,BF16 embedding private probe,True,True,True,True,True,2,2,1,verified_restored,True,True,,,98.266297
r_hier,EX-08-A,EX-08,A,M1,CNN,cnn,cnn,cnn,True,a12164dc44873f56a51e24b3706995610d136c45c68221c664dbf7fd3e5b17f3,execution,execution,True,True,core_operator,EX-08,False,SDPA boundary private probe,True,True,True,True,True,2,2,4,verified_restored,True,True,,,195.242385
r_hier,EX-08-B,EX-08,B,M3,Transformer Classifier,transformer,transformer,transformer,True,501fe735e4c7a04a3b5d9c3d9bbd7c950585450b9ba6e608aa9bd039ff20ad98,execution,execution,True,True,core_operator,EX-08,False,SDPA boundary private probe,False,False,True,True,True,4,4,2,,True,False,repair_budget_exhausted,,239.993311
r_hier,EX-09-A,EX-09,A,M1,CNN,cnn,cnn,cnn,True,731f0c8d1b62499276018c1acb2325d87d1b8069aa0914a13b52532bd0804d9c,execution,execution,True,True,core_operator,EX-09,False,core overload registry contract probe,True,True,True,True,True,1,1,0,verified_restored,True,True,,,33.204531
r_hier,EX-09-B,EX-09,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,9d9265eb0c8a3218e777a229806befaab4aedd2afa11ec3d673115fc2042aa34,execution,execution,True,True,core_operator,EX-09,False,core overload registry contract probe,True,True,True,True,True,1,1,0,verified_restored,True,True,,,32.841129
r_hier,EX-10-A,EX-10,A,M2,Image MLP,mlp,mlp,mlp,True,032aa663b90d2e6a8d4d7fe85aefa23b79361d87932cd7c301642b91172afe17,execution,execution,True,True,core_operator,EX-10,False,core tuple/Tensor return protocol probe,True,True,True,True,True,1,1,0,verified_restored,True,True,,,29.446491
r_hier,EX-10-B,EX-10,B,M3,Transformer Classifier,transformer,transformer,transformer,True,759c1cc283f0cf31c073dea4980aee2f0f934bdf77e0beecdf561b1efb438fa9,execution,execution,True,True,core_operator,EX-10,False,core tuple/Tensor return protocol probe,True,True,True,True,True,2,2,2,verified_restored,True,True,,,58.715315
r_hier,NU-01-A,NU-01,A,M2,Image MLP,mlp,mlp,mlp,True,e9524ef2c561cf7df8094341ff26fb99f19e65c2990310442e034ecb2dc96005,numerical,numerical,True,True,candidate,NU-01,False,candidate residual numeric probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,6.466552
r_hier,NU-01-B,NU-01,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,bc53ff5c22beaf0e7b28d32b2a751b60b778520ea46756ea30e36774a0209748,numerical,numerical,True,True,candidate,NU-01,False,candidate residual numeric probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,7.169004
r_hier,NU-02-A,NU-02,A,M3,Transformer Classifier,transformer,transformer,transformer,True,776e2be4f443ac3f1c13f77972d93dbf7420c3bd50e592e9ab7ba869c446d1ae,numerical,numerical,True,True,candidate,,False,paired numeric softmax probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,11.75378
r_hier,NU-02-B,NU-02,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,f1a9d6afadb277898457f776927cb08c384d498947dee584605fbfd45bb8d9e8,numerical,numerical,True,True,candidate,,False,paired numeric softmax probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,11.571866
r_hier,NU-03-A,NU-03,A,M1,CNN,cnn,cnn,cnn,True,e30b1437883e6130442cf3e32e1e9b4c4d6c832411a90cd2ba9720554b252c14,numerical,numerical,True,True,core_operator,NU-03,False,boolean SDPA mask private probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,63.823737
r_hier,NU-03-B,NU-03,B,M2,Image MLP,mlp,mlp,mlp,True,0ac2dce6507eb512dc8242bd04e399d0e61f5f3b567add19322797d08b9203ba,numerical,numerical,True,True,core_operator,NU-03,False,boolean SDPA mask private probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,41.296838
r_hier,NU-04-A,NU-04,A,M1,CNN,cnn,cnn,cnn,True,3f22c2627ab6dd996bb04f59c2db240e90456fc5c0af331981008dd351287b63,numerical,numerical,True,True,core_operator,NU-04,False,core mask fill value numeric probe,True,True,True,True,True,2,2,1,verified_restored,True,True,,,46.790463
r_hier,NU-04-B,NU-04,B,M3,Transformer Classifier,transformer,transformer,transformer,True,85673f2b4c5a286e8e9fb18741cb770f4d9906af2e392d73bd2cc8f360c8eba0,numerical,numerical,True,True,core_operator,NU-04,False,core mask fill value numeric probe,True,True,True,True,True,1,1,0,verified_restored,True,True,,,16.562777
r_hier,NU-05-A,NU-05,A,M1,CNN,cnn,cnn,cnn,True,02bc18942d887cbca3ec576cab9e359afa77d4c960cb3f55aeae33bdd67600ea,numerical,numerical,True,True,core_operator,NU-05,False,SDPA scaling private probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,34.689766
r_hier,NU-05-B,NU-05,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,0fd7d10f88855180f6c3ad05378c4162ac6b0c278f17a6b01cfaac85c511a604,numerical,numerical,True,True,core_operator,NU-05,False,SDPA scaling private probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,30.021186
r_hier,NU-06-A,NU-06,A,M2,Image MLP,mlp,mlp,mlp,True,6d600c3aaffd2bcbac624b927a31f0c24467342a019461d73ce16012e3ab5a9b,numerical,numerical,True,True,core_operator,NU-06,False,core RoPE pairing numeric probe,True,True,True,True,True,1,1,0,verified_restored,True,True,,,10.941962
r_hier,NU-06-B,NU-06,B,M3,Transformer Classifier,transformer,transformer,transformer,True,3c84b200ed804f56c56c5ed9262bc35f7e77d5f43b0879f566767be7030b70a8,numerical,numerical,True,True,core_operator,NU-06,False,core RoPE pairing numeric probe,True,True,True,True,True,1,1,0,verified_restored,True,True,,,15.045629
r_hier,NU-07-A,NU-07,A,M2,Image MLP,mlp,mlp,mlp,True,d81c4a1955b9615e43ff4df13255ffaa49946cfb9b6030144c1a1988724dc4ae,numerical,execution,False,True,core_operator,NU-07,False,GQA KV repeat private probe,True,True,True,True,True,1,1,2,verified_restored,True,True,,,81.698858
r_hier,NU-07-B,NU-07,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,3a42fa9d3e670edbf33cd7c1cdddce23c5ff5d3abeec2dfd86f5878442f6e8d5,numerical,execution,False,True,core_operator,NU-07,False,GQA KV repeat private probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,132.221874
r_hier,GR-01-A,GR-01,A,M3,Transformer Classifier,transformer,transformer,transformer,True,b92bc81911b2df197b004ab916c1b5c2748feb80e5cfe391f2db3f0ea78ad9a0,gradient_update,gradient_update,True,True,candidate,GR-01,False,candidate gradient/update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,9.839023
r_hier,GR-01-B,GR-01,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,8e065ee0c5d7a85dcc91b0de68dd5ea0009911c82f86c3fc818728f1ced5c27e,gradient_update,gradient_update,True,True,candidate,GR-01,False,candidate gradient/update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,2.995573
r_hier,GR-02-A,GR-02,A,M1,CNN,cnn,cnn,cnn,True,364c19731eef1ded2e6887568e4990f92af37be58e9220effc8e00ce8550b8cd,gradient_update,gradient_update,True,True,candidate,GR-02,False,candidate parameter-update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,7.690785
r_hier,GR-02-B,GR-02,B,M2,Image MLP,mlp,mlp,mlp,True,45539c21ea085f1106874a03341709c5088cefca184ee75ab463cb9a75243d9a,gradient_update,gradient_update,True,True,candidate,GR-02,False,candidate parameter-update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,9.295239
r_hier,GR-03-A,GR-03,A,M1,CNN,cnn,cnn,cnn,True,92667136a8d2836239f2a7f29c3b9727743105e116f1b5dd0f8dd44fa25d61ff,gradient_update,gradient_update,True,True,candidate,GR-03,False,candidate parameter-update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,10.457886
r_hier,GR-03-B,GR-03,B,M3,Transformer Classifier,transformer,transformer,transformer,True,5d3f8ac8cb24252d6e7acc586ce709e24c8f58394541ad87da519df56e2a1b56,gradient_update,gradient_update,True,True,candidate,GR-03,False,candidate parameter-update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,9.351902
r_hier,GR-04-A,GR-04,A,M1,CNN,cnn,cnn,cnn,True,be8bef9699ab474e5bb715186f17a09b8eec0044e1f0b2828e5a70bb646521d7,gradient_update,gradient_update,True,True,candidate,GR-04,False,candidate gradient/update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,7.949472
r_hier,GR-04-B,GR-04,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,1a73d25ce72e100bfe39f04bc8104fe4622ec4aae1b89d00c8ff4d9a4f5412a5,gradient_update,gradient_update,True,True,candidate,GR-04,False,candidate gradient/update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,6.619703
r_hier,GR-05-A,GR-05,A,M2,Image MLP,mlp,mlp,mlp,True,881a86f725c1badf06d3bb18f557f7ac938a7ba0e54f0dc598819970a2b8b8b0,gradient_update,gradient_update,True,True,core_autograd_optimizer,,False,trainable gradient mapping private probe,True,True,True,True,True,3,3,2,verified_restored,True,True,,,271.088118
r_hier,GR-05-B,GR-05,B,M3,Transformer Classifier,transformer,transformer,transformer,True,842d0c9ffd2e648719e56ed0c5991ddb28190cf78a2ffa071ffb2c5fc0a6fabc,gradient_update,gradient_update,True,True,core_autograd_optimizer,,False,trainable gradient mapping private probe,True,True,True,True,True,2,2,3,verified_restored,True,True,,,235.550275
r_hier,GR-06-A,GR-06,A,M2,Image MLP,mlp,mlp,mlp,True,a1419cf888a0d3dab254a69bd7b0ef06ca6f48375e6e0f4a4c96c6545d2d2af3,gradient_update,gradient_update,True,True,candidate,GR-06,False,candidate trainability and update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,11.541206
r_hier,GR-06-B,GR-06,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,6add30118544d0e5699157b4aeaefe6b285ac390170ded88290369f9ec3c3237,gradient_update,gradient_update,True,True,candidate,GR-06,False,candidate trainability and update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,15.46945
r_hier,GR-07-A,GR-07,A,M3,Transformer Classifier,transformer,transformer,transformer,True,6a94e16e38ac6d9260d68000c2a56337c70a8275682b4d604dfb25b905d13af1,gradient_update,gradient_update,True,True,core_autograd_optimizer,GR-07,False,core trainable gradient order mapping probe,True,True,True,True,True,2,2,1,verified_restored,True,True,,,73.307253
r_hier,GR-07-B,GR-07,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,c8ccfe817e94cb723421a6bb0b35f65dbbbc84d1c7630eb467fb5b0263788d3a,gradient_update,gradient_update,True,True,core_autograd_optimizer,GR-07,False,core trainable gradient order mapping probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,31.726755
r_hier,GR-08-A,GR-08,A,M1,CNN,cnn,cnn,cnn,True,44c401e8a96c48d3159a82384a8bf6f0bb95ba6b35364a268169169102703461,gradient_update,gradient_update,True,True,candidate,GR-08,False,candidate optimizer param-group coverage probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,9.590159
r_hier,GR-08-B,GR-08,B,M2,Image MLP,mlp,mlp,mlp,True,8a08613bb0a42da83317e52343daaba2dbc3b84cfd1aafc2dd2f2be5d26d64ed,gradient_update,gradient_update,True,True,candidate,GR-08,False,candidate optimizer param-group coverage probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,12.599382
