baseline_id,instance_id,fault_id,instance_label,model_id,model_name,model_variant,expected_model_variant,observed_model_variants,model_binding_valid,workload_fingerprint,layer,predicted_layer,layer_correct,diagnosis_complete,scope,runner_case,low_hint,oracle,strict_success,passed,real_llm,blind,fault_triggered,attempts,effective_rounds,patch_count,validation_status,restore_status,regression_passed,failure_reason,runner_error,wall_time_sec
r_exec,EX-06-A,EX-06,A,M3,Transformer Classifier,transformer,transformer,transformer,True,5dd2539039005bac05ec96e1ed87c9d62030da2bd17a52e5ef235515cbd5f99a,execution,execution,True,True,core_operator,,False,tensor boundary type probe,False,False,True,True,True,0,0,1,,True,False,wrong_root_cause_hypothesis,,191.066344
r_exec,EX-06-B,EX-06,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,89052f09f9d9497a49e11aaa499d0772a6742ee949deee5869cc4ba891169113,execution,execution,True,True,core_operator,,False,tensor boundary type probe,False,False,True,True,True,0,0,1,,True,False,wrong_root_cause_hypothesis,,153.944989
r_exec,EX-07-A,EX-07,A,M1,CNN,cnn,cnn,cnn,True,92babe66e809f162ee9f79f9062b880c0bb3c2f3d3c3c1e55c2123a9b5068deb,execution,execution,True,True,core_operator,EX-07,False,BF16 embedding private probe,False,False,True,True,True,4,4,0,,True,False,repair_budget_exhausted,,179.024853
r_exec,EX-07-B,EX-07,B,M2,Image MLP,mlp,mlp,mlp,True,1bb1ab97762b3fe578eef2650ed58e1960d63987ebe117c7b46fdc496b384927,execution,execution,True,True,core_operator,EX-07,False,BF16 embedding private probe,False,False,True,True,True,4,4,0,,True,False,repair_budget_exhausted,,270.284947
r_exec,EX-08-A,EX-08,A,M1,CNN,cnn,cnn,cnn,True,b03b7a4bc07a9658a4842d25df5008cd1a98c5a60e98b73d0d4682ae6e39be3d,execution,execution,True,True,core_operator,EX-08,False,SDPA boundary private probe,False,False,True,True,True,4,4,1,,True,False,repair_budget_exhausted,,787.381574
r_exec,EX-08-B,EX-08,B,M3,Transformer Classifier,transformer,transformer,transformer,True,b7fa0c7abde4aecb4a60ac45caf8a39dd860b38b8d8f3fa2bebd3a8b513ba4f8,execution,execution,True,True,core_operator,EX-08,False,SDPA boundary private probe,False,False,True,True,True,4,4,2,,True,False,repair_budget_exhausted,,766.222901
r_exec,EX-09-A,EX-09,A,M1,CNN,cnn,cnn,cnn,True,731f0c8d1b62499276018c1acb2325d87d1b8069aa0914a13b52532bd0804d9c,execution,execution,True,True,core_operator,EX-09,False,core overload registry contract probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,33.559837
r_exec,EX-09-B,EX-09,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,9d9265eb0c8a3218e777a229806befaab4aedd2afa11ec3d673115fc2042aa34,execution,execution,True,True,core_operator,EX-09,False,core overload registry contract probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,6.265306
r_exec,EX-10-A,EX-10,A,M2,Image MLP,mlp,mlp,mlp,True,032aa663b90d2e6a8d4d7fe85aefa23b79361d87932cd7c301642b91172afe17,execution,execution,True,True,core_operator,EX-10,False,core tuple/Tensor return protocol probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,19.829749
r_exec,EX-10-B,EX-10,B,M3,Transformer Classifier,transformer,transformer,transformer,True,759c1cc283f0cf31c073dea4980aee2f0f934bdf77e0beecdf561b1efb438fa9,execution,execution,True,True,core_operator,EX-10,False,core tuple/Tensor return protocol probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,21.223908
r_exec,NU-01-A,NU-01,A,M2,Image MLP,mlp,mlp,mlp,True,e9524ef2c561cf7df8094341ff26fb99f19e65c2990310442e034ecb2dc96005,numerical,numerical,True,True,candidate,NU-01,False,candidate residual numeric probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,7.233078
r_exec,NU-01-B,NU-01,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,bc53ff5c22beaf0e7b28d32b2a751b60b778520ea46756ea30e36774a0209748,numerical,numerical,True,True,candidate,NU-01,False,candidate residual numeric probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,7.792382
r_exec,NU-02-A,NU-02,A,M3,Transformer Classifier,transformer,transformer,transformer,True,776e2be4f443ac3f1c13f77972d93dbf7420c3bd50e592e9ab7ba869c446d1ae,numerical,unknown,False,False,candidate,,False,paired numeric softmax probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,26.776397
r_exec,NU-02-B,NU-02,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,f1a9d6afadb277898457f776927cb08c384d498947dee584605fbfd45bb8d9e8,numerical,unknown,False,False,candidate,,False,paired numeric softmax probe,True,True,True,True,True,2,2,1,verified_restored,True,True,,,40.403842
r_exec,NU-03-A,NU-03,A,M1,CNN,cnn,cnn,cnn,True,c554106d6e5d88a1f16ca7dcd04b58a3f4343e6d46ed7b76a0eb3df8a1c2a98c,numerical,unknown,False,False,core_operator,NU-03,False,boolean SDPA mask private probe,False,False,True,True,True,4,4,1,,True,False,repair_budget_exhausted,,648.352012
r_exec,NU-03-B,NU-03,B,M2,Image MLP,mlp,mlp,mlp,True,0bdd3bc7d31041a3ef847e196a32d220f01ca793a4dfb130dd20288aee7e15a7,numerical,unknown,False,False,core_operator,NU-03,False,boolean SDPA mask private probe,False,False,True,True,True,4,4,1,,True,False,repair_budget_exhausted,,484.657568
r_exec,NU-04-A,NU-04,A,M1,CNN,cnn,cnn,cnn,True,3f22c2627ab6dd996bb04f59c2db240e90456fc5c0af331981008dd351287b63,numerical,numerical,True,True,core_operator,NU-04,False,core mask fill value numeric probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,5.683908
r_exec,NU-04-B,NU-04,B,M3,Transformer Classifier,transformer,transformer,transformer,True,85673f2b4c5a286e8e9fb18741cb770f4d9906af2e392d73bd2cc8f360c8eba0,numerical,numerical,True,True,core_operator,NU-04,False,core mask fill value numeric probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,6.909569
r_exec,NU-05-A,NU-05,A,M1,CNN,cnn,cnn,cnn,True,98af0a3da32a26c14a42105345aa00f1f13a7e35d521ac1e2d60dcefe164af5d,numerical,unknown,False,False,core_operator,NU-05,False,SDPA scaling private probe,False,False,True,True,True,4,4,1,,True,False,repair_budget_exhausted,,399.186257
r_exec,NU-05-B,NU-05,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,60596cbbb9510aa7f3dffe2c985ad549cca86dd95f7477156ddad8cf070cd323,numerical,unknown,False,False,core_operator,NU-05,False,SDPA scaling private probe,False,False,True,True,True,4,4,1,,True,False,repair_budget_exhausted,,365.869683
r_exec,NU-06-A,NU-06,A,M2,Image MLP,mlp,mlp,mlp,True,6d600c3aaffd2bcbac624b927a31f0c24467342a019461d73ce16012e3ab5a9b,numerical,numerical,True,True,core_operator,NU-06,False,core RoPE pairing numeric probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,8.402092
r_exec,NU-06-B,NU-06,B,M3,Transformer Classifier,transformer,transformer,transformer,True,3c84b200ed804f56c56c5ed9262bc35f7e77d5f43b0879f566767be7030b70a8,numerical,numerical,True,True,core_operator,NU-06,False,core RoPE pairing numeric probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,11.611847
r_exec,NU-07-A,NU-07,A,M2,Image MLP,mlp,mlp,mlp,True,adc23889d3d0c4609a3e7057ed4fd3e338a9382368a18b36e92bc2585874b2d2,numerical,execution,False,True,core_operator,NU-07,False,GQA KV repeat private probe,False,False,True,True,True,4,4,1,,True,False,repair_budget_exhausted,,582.784386
r_exec,NU-07-B,NU-07,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,2e73cdfdd5ce501ea1fd917b020699288580c6379c865ab78c077d3b5f40d530,numerical,execution,False,True,core_operator,NU-07,False,GQA KV repeat private probe,False,False,True,True,True,4,4,1,,True,False,repair_budget_exhausted,,625.915202
r_exec,GR-01-A,GR-01,A,M3,Transformer Classifier,transformer,transformer,transformer,True,b92bc81911b2df197b004ab916c1b5c2748feb80e5cfe391f2db3f0ea78ad9a0,gradient_update,unknown,False,False,candidate,GR-01,False,candidate gradient/update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,13.989086
r_exec,GR-01-B,GR-01,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,8e065ee0c5d7a85dcc91b0de68dd5ea0009911c82f86c3fc818728f1ced5c27e,gradient_update,unknown,False,False,candidate,GR-01,False,candidate gradient/update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,7.422613
r_exec,GR-02-A,GR-02,A,M1,CNN,cnn,cnn,cnn,True,364c19731eef1ded2e6887568e4990f92af37be58e9220effc8e00ce8550b8cd,gradient_update,gradient_update,True,True,candidate,GR-02,False,candidate parameter-update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,16.328985
r_exec,GR-02-B,GR-02,B,M2,Image MLP,mlp,mlp,mlp,True,45539c21ea085f1106874a03341709c5088cefca184ee75ab463cb9a75243d9a,gradient_update,gradient_update,True,True,candidate,GR-02,False,candidate parameter-update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,17.734607
r_exec,GR-03-A,GR-03,A,M1,CNN,cnn,cnn,cnn,True,92667136a8d2836239f2a7f29c3b9727743105e116f1b5dd0f8dd44fa25d61ff,gradient_update,gradient_update,True,True,candidate,GR-03,False,candidate parameter-update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,14.396147
r_exec,GR-03-B,GR-03,B,M3,Transformer Classifier,transformer,transformer,transformer,True,5d3f8ac8cb24252d6e7acc586ce709e24c8f58394541ad87da519df56e2a1b56,gradient_update,gradient_update,True,True,candidate,GR-03,False,candidate parameter-update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,20.344262
r_exec,GR-04-A,GR-04,A,M1,CNN,cnn,cnn,cnn,True,be8bef9699ab474e5bb715186f17a09b8eec0044e1f0b2828e5a70bb646521d7,gradient_update,unknown,False,False,candidate,GR-04,False,candidate gradient/update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,9.759354
r_exec,GR-04-B,GR-04,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,1a73d25ce72e100bfe39f04bc8104fe4622ec4aae1b89d00c8ff4d9a4f5412a5,gradient_update,unknown,False,False,candidate,GR-04,False,candidate gradient/update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,16.44986
r_exec,GR-05-A,GR-05,A,M2,Image MLP,mlp,mlp,mlp,True,d7392e9490710fc379f847431df919d4c9fad28efad181e3057eefab7882f968,gradient_update,unknown,False,False,core_autograd_optimizer,,False,trainable gradient mapping private probe,False,False,True,True,True,4,4,0,,True,False,gradient_update_mismatch_remained,,40.608173
r_exec,GR-05-B,GR-05,B,M3,Transformer Classifier,transformer,transformer,transformer,True,b1262b4b610a62f25378dd6aefc9e465b7c27e85c15329778d39fafc64a3e434,gradient_update,unknown,False,False,core_autograd_optimizer,,False,trainable gradient mapping private probe,False,False,True,True,True,4,4,0,,True,False,gradient_update_mismatch_remained,,27.134434
r_exec,GR-06-A,GR-06,A,M2,Image MLP,mlp,mlp,mlp,True,a1419cf888a0d3dab254a69bd7b0ef06ca6f48375e6e0f4a4c96c6545d2d2af3,gradient_update,gradient_update,True,True,candidate,GR-06,False,candidate trainability and update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,17.152497
r_exec,GR-06-B,GR-06,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,6add30118544d0e5699157b4aeaefe6b285ac390170ded88290369f9ec3c3237,gradient_update,gradient_update,True,True,candidate,GR-06,False,candidate trainability and update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,24.363395
r_exec,GR-07-A,GR-07,A,M3,Transformer Classifier,transformer,transformer,transformer,True,64a82634ed71cf21cc98aff1c24343dfcb51083a6b08c838c44cef6f8f91387b,gradient_update,unknown,False,False,core_autograd_optimizer,GR-07,False,core trainable gradient order mapping probe,False,False,True,True,True,4,4,0,,True,False,gradient_update_mismatch_remained,,30.552996
r_exec,GR-07-B,GR-07,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,4f5a0ab48b9b7c64584d11143b84edf8a2553f00356ad5f1d64e155a8cb168eb,gradient_update,unknown,False,False,core_autograd_optimizer,GR-07,False,core trainable gradient order mapping probe,False,False,True,True,True,4,4,0,,True,False,gradient_update_mismatch_remained,,69.861986
r_exec,GR-08-A,GR-08,A,M1,CNN,cnn,cnn,cnn,True,44c401e8a96c48d3159a82384a8bf6f0bb95ba6b35364a268169169102703461,gradient_update,gradient_update,True,True,candidate,GR-08,False,candidate optimizer param-group coverage probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,18.897541
r_exec,GR-08-B,GR-08,B,M2,Image MLP,mlp,mlp,mlp,True,8a08613bb0a42da83317e52343daaba2dbc3b84cfd1aafc2dd2f2be5d26d64ed,gradient_update,gradient_update,True,True,candidate,GR-08,False,candidate optimizer param-group coverage probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,10.825391
