baseline_id,instance_id,fault_id,instance_label,model_id,model_name,model_variant,expected_model_variant,observed_model_variants,model_binding_valid,workload_fingerprint,layer,predicted_layer,layer_correct,diagnosis_complete,scope,runner_case,low_hint,oracle,strict_success,passed,real_llm,blind,fault_triggered,attempts,effective_rounds,patch_count,validation_status,restore_status,regression_passed,failure_reason,runner_error,wall_time_sec
r_hier,EX-07-A,EX-07,A,M1,CNN,cnn,cnn,cnn,True,22d212c610cd799d678f51e26a400bcba9f12d735fd68f1b427d4703272f3900,execution,execution,True,True,core_operator,EX-07,False,BF16 embedding private probe,False,False,True,True,True,4,4,0,,True,False,repair_budget_exhausted,,352.716496
r_hier,EX-07-B,EX-07,B,M2,Image MLP,mlp,mlp,mlp,True,548e502e9786220e84b263a07248ad496cc6843dcb6e798312e4b7e0f13790b2,execution,execution,True,True,core_operator,EX-07,False,BF16 embedding private probe,True,True,True,True,True,3,3,1,verified_restored,True,True,,,271.304365
r_hier,EX-08-A,EX-08,A,M1,CNN,cnn,cnn,cnn,True,4d51a742d8e7ef5c856aeb96d5ee65ed5d7cf1e0495be8c98762d2087f7048fa,execution,execution,True,True,core_operator,EX-08,False,SDPA boundary private probe,False,False,True,True,True,4,4,0,,True,False,repair_budget_exhausted,,517.439532
r_hier,EX-08-B,EX-08,B,M3,Transformer Classifier,transformer,transformer,transformer,True,769356ab19aa135e1c4dddefade4c31b243f2f3c19d065708723ec61ec73a964,execution,execution,True,True,core_operator,EX-08,False,SDPA boundary private probe,False,False,True,True,True,4,4,0,,True,False,repair_budget_exhausted,,672.526211
r_hier,EX-09-A,EX-09,A,M1,CNN,cnn,cnn,cnn,True,731f0c8d1b62499276018c1acb2325d87d1b8069aa0914a13b52532bd0804d9c,execution,execution,True,True,core_operator,EX-09,False,core overload registry contract probe,True,True,True,True,True,2,2,0,verified_restored,True,True,,,149.768247
r_hier,EX-09-B,EX-09,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,9d9265eb0c8a3218e777a229806befaab4aedd2afa11ec3d673115fc2042aa34,execution,execution,True,True,core_operator,EX-09,False,core overload registry contract probe,True,True,True,True,True,2,2,0,verified_restored,True,True,,,106.156637
r_hier,EX-10-A,EX-10,A,M2,Image MLP,mlp,mlp,mlp,True,032aa663b90d2e6a8d4d7fe85aefa23b79361d87932cd7c301642b91172afe17,execution,execution,True,True,core_operator,EX-10,False,core tuple/Tensor return protocol probe,True,True,True,True,True,1,1,0,verified_restored,True,True,,,76.302691
r_hier,EX-10-B,EX-10,B,M3,Transformer Classifier,transformer,transformer,transformer,True,759c1cc283f0cf31c073dea4980aee2f0f934bdf77e0beecdf561b1efb438fa9,execution,execution,True,True,core_operator,EX-10,False,core tuple/Tensor return protocol probe,True,True,True,True,True,1,1,0,verified_restored,True,True,,,72.215098
r_hier,NU-01-A,NU-01,A,M2,Image MLP,mlp,mlp,mlp,True,e9524ef2c561cf7df8094341ff26fb99f19e65c2990310442e034ecb2dc96005,numerical,numerical,True,True,candidate,NU-01,False,candidate residual numeric probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,23.266691
r_hier,NU-01-B,NU-01,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,bc53ff5c22beaf0e7b28d32b2a751b60b778520ea46756ea30e36774a0209748,numerical,numerical,True,True,candidate,NU-01,False,candidate residual numeric probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,25.681531
r_hier,NU-02-A,NU-02,A,M3,Transformer Classifier,transformer,transformer,transformer,True,776e2be4f443ac3f1c13f77972d93dbf7420c3bd50e592e9ab7ba869c446d1ae,numerical,numerical,True,True,candidate,,False,paired numeric softmax probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,22.075258
r_hier,NU-02-B,NU-02,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,f1a9d6afadb277898457f776927cb08c384d498947dee584605fbfd45bb8d9e8,numerical,numerical,True,True,candidate,,False,paired numeric softmax probe,True,True,True,True,True,1,1,2,verified_restored,True,True,,,29.686542
r_hier,NU-03-A,NU-03,A,M1,CNN,cnn,cnn,cnn,True,895a1fb022350f44213f5d483bcce77ac1eaf60a7ff14f62f801fbbad3a71f24,numerical,numerical,True,True,core_operator,NU-03,False,boolean SDPA mask private probe,True,True,True,True,True,3,3,1,verified_restored,True,True,,,200.792262
r_hier,NU-03-B,NU-03,B,M2,Image MLP,mlp,mlp,mlp,True,34616d8a6608403c39420f318fed966c556a390153c530d95680280d76e3ad14,numerical,numerical,True,True,core_operator,NU-03,False,boolean SDPA mask private probe,False,False,True,True,True,4,4,0,,True,False,repair_budget_exhausted,,448.240096
r_hier,NU-04-A,NU-04,A,M1,CNN,cnn,cnn,cnn,True,3f22c2627ab6dd996bb04f59c2db240e90456fc5c0af331981008dd351287b63,numerical,numerical,True,True,core_operator,NU-04,False,core mask fill value numeric probe,True,True,True,True,True,1,1,0,verified_restored,True,True,,,52.970739
r_hier,NU-04-B,NU-04,B,M3,Transformer Classifier,transformer,transformer,transformer,True,85673f2b4c5a286e8e9fb18741cb770f4d9906af2e392d73bd2cc8f360c8eba0,numerical,numerical,True,True,core_operator,NU-04,False,core mask fill value numeric probe,False,False,True,True,True,4,4,1,rolled_back,False,False,repair_budget_exhausted,,348.812896
r_hier,NU-05-A,NU-05,A,M1,CNN,cnn,cnn,cnn,True,4f2cc4b140bb66d45c554959463bf7e4ef2b073ceea368384e7f9451d7f2da80,numerical,numerical,True,True,core_operator,NU-05,False,SDPA scaling private probe,True,True,True,True,True,2,2,1,verified_restored,True,True,,,93.256584
r_hier,NU-05-B,NU-05,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,06a5372d07b78a19f049ca6a6a25aa940cd2392a0c27b1ce872547294a277ec0,numerical,numerical,True,True,core_operator,NU-05,False,SDPA scaling private probe,False,False,True,True,True,4,4,1,,True,False,repair_budget_exhausted,,206.878731
r_hier,NU-06-A,NU-06,A,M2,Image MLP,mlp,mlp,mlp,True,6d600c3aaffd2bcbac624b927a31f0c24467342a019461d73ce16012e3ab5a9b,numerical,numerical,True,True,core_operator,NU-06,False,core RoPE pairing numeric probe,True,True,True,True,True,2,2,1,verified_restored,True,True,,,106.027416
r_hier,NU-06-B,NU-06,B,M3,Transformer Classifier,transformer,transformer,transformer,True,3c84b200ed804f56c56c5ed9262bc35f7e77d5f43b0879f566767be7030b70a8,numerical,numerical,True,True,core_operator,NU-06,False,core RoPE pairing numeric probe,True,True,True,True,True,3,3,1,verified_restored,True,True,,,172.547177
r_hier,NU-07-A,NU-07,A,M2,Image MLP,mlp,mlp,mlp,True,540bc6d239ed0e4dc96374d46b77477f0c65d194c766af7699ffbe3561a19a86,numerical,execution,False,True,core_operator,NU-07,False,GQA KV repeat private probe,False,False,True,True,True,4,4,1,rolled_back,True,False,repair_budget_exhausted,,738.979923
r_hier,NU-07-B,NU-07,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,e1b16b34c8d30bcf1426c5650824a4f8ac634232961821925e2247f15d88bce9,numerical,execution,False,True,core_operator,NU-07,False,GQA KV repeat private probe,False,False,True,True,True,4,4,2,,True,False,repair_budget_exhausted,,698.341415
r_hier,GR-01-A,GR-01,A,M3,Transformer Classifier,transformer,transformer,transformer,True,b92bc81911b2df197b004ab916c1b5c2748feb80e5cfe391f2db3f0ea78ad9a0,gradient_update,gradient_update,True,True,candidate,GR-01,False,candidate gradient/update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,16.116098
r_hier,GR-01-B,GR-01,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,8e065ee0c5d7a85dcc91b0de68dd5ea0009911c82f86c3fc818728f1ced5c27e,gradient_update,gradient_update,True,True,candidate,GR-01,False,candidate gradient/update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,17.406574
r_hier,GR-02-A,GR-02,A,M1,CNN,cnn,cnn,cnn,True,364c19731eef1ded2e6887568e4990f92af37be58e9220effc8e00ce8550b8cd,gradient_update,gradient_update,True,True,candidate,GR-02,False,candidate parameter-update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,15.744595
r_hier,GR-02-B,GR-02,B,M2,Image MLP,mlp,mlp,mlp,True,45539c21ea085f1106874a03341709c5088cefca184ee75ab463cb9a75243d9a,gradient_update,gradient_update,True,True,candidate,GR-02,False,candidate parameter-update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,21.986847
r_hier,GR-03-A,GR-03,A,M1,CNN,cnn,cnn,cnn,True,92667136a8d2836239f2a7f29c3b9727743105e116f1b5dd0f8dd44fa25d61ff,gradient_update,gradient_update,True,True,candidate,GR-03,False,candidate parameter-update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,20.456906
r_hier,GR-03-B,GR-03,B,M3,Transformer Classifier,transformer,transformer,transformer,True,5d3f8ac8cb24252d6e7acc586ce709e24c8f58394541ad87da519df56e2a1b56,gradient_update,gradient_update,True,True,candidate,GR-03,False,candidate parameter-update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,26.468639
r_hier,GR-04-A,GR-04,A,M1,CNN,cnn,cnn,cnn,True,be8bef9699ab474e5bb715186f17a09b8eec0044e1f0b2828e5a70bb646521d7,gradient_update,gradient_update,True,True,candidate,GR-04,False,candidate gradient/update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,20.234467
r_hier,GR-04-B,GR-04,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,1a73d25ce72e100bfe39f04bc8104fe4622ec4aae1b89d00c8ff4d9a4f5412a5,gradient_update,gradient_update,True,True,candidate,GR-04,False,candidate gradient/update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,18.2375
r_hier,GR-05-A,GR-05,A,M2,Image MLP,mlp,mlp,mlp,True,8b391e9ce7c4bfffacecb91857123cfc228a5f1b9e8b83551ef20c9240079930,gradient_update,gradient_update,True,True,core_autograd_optimizer,,False,trainable gradient mapping private probe,False,False,True,True,True,4,4,2,,True,False,gradient_update_mismatch_remained,,1064.093271
r_hier,GR-05-B,GR-05,B,M3,Transformer Classifier,transformer,transformer,transformer,True,37bdbbffa8c237f637375397e380d1194cda29b078ccd817de14c8b474fc30fe,gradient_update,gradient_update,True,True,core_autograd_optimizer,,False,trainable gradient mapping private probe,False,False,True,True,True,4,4,0,,True,False,gradient_update_mismatch_remained,,290.481194
r_hier,GR-06-A,GR-06,A,M2,Image MLP,mlp,mlp,mlp,True,a1419cf888a0d3dab254a69bd7b0ef06ca6f48375e6e0f4a4c96c6545d2d2af3,gradient_update,gradient_update,True,True,candidate,GR-06,False,candidate trainability and update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,34.824104
r_hier,GR-06-B,GR-06,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,6add30118544d0e5699157b4aeaefe6b285ac390170ded88290369f9ec3c3237,gradient_update,gradient_update,True,True,candidate,GR-06,False,candidate trainability and update probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,37.78247
r_hier,GR-07-A,GR-07,A,M3,Transformer Classifier,transformer,transformer,transformer,True,1fba1c259c932093fc8329018308153649079c03010a7d713156c7198ccaba49,gradient_update,gradient_update,True,True,core_autograd_optimizer,GR-07,False,core trainable gradient order mapping probe,False,False,True,True,True,4,4,2,,True,False,gradient_update_mismatch_remained,,1372.743581
r_hier,GR-07-B,GR-07,B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,ba667e742719f776a7f089d848b279d741ab8e599560b0bbe1170009aac2f42d,gradient_update,gradient_update,True,True,core_autograd_optimizer,GR-07,False,core trainable gradient order mapping probe,False,False,True,True,True,4,4,2,,True,False,gradient_update_mismatch_remained,,1089.998017
r_hier,GR-08-A,GR-08,A,M1,CNN,cnn,cnn,cnn,True,44c401e8a96c48d3159a82384a8bf6f0bb95ba6b35364a268169169102703461,gradient_update,gradient_update,True,True,candidate,GR-08,False,candidate optimizer param-group coverage probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,25.101936
r_hier,GR-08-B,GR-08,B,M2,Image MLP,mlp,mlp,mlp,True,8a08613bb0a42da83317e52343daaba2dbc3b84cfd1aafc2dd2f2be5d26d64ed,gradient_update,gradient_update,True,True,candidate,GR-08,False,candidate optimizer param-group coverage probe,True,True,True,True,True,1,1,1,verified_restored,True,True,,,30.665728
