task_id,instance_id,baseline_id,model,expected_model_variant,observed_model_variants,model_binding_valid,fault_id,fault_layer,covered,fault_triggered,strict_success,repair_round,repair_attempts,repair_at_1,repair_at_2,repair_at_4,compile_status,execution_status,numerical_status,gradient_status,update_status,stage_status_semantics,patch_count,out_of_scope_edit_count,llm_calls,prompt_tokens,completion_tokens,total_tokens,api_cost_usd,wall_time_sec,failure_reason,final_patch,raw_report
EX-06-A__transformer_classifier__execution__EX-06__r_direct,EX-06-A,r_direct,transformer_classifier,transformer,transformer,True,EX-06,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,72644,5161,77805,,104.789801,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/EX-06-A__transformer_classifier__execution__EX-06__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/EX-06-A__transformer_classifier__execution__EX-06__r_direct.json
EX-06-B__tiny_causal_lm__execution__EX-06__r_direct,EX-06-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,EX-06,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,72647,1344,73991,,38.636236,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/EX-06-B__tiny_causal_lm__execution__EX-06__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/EX-06-B__tiny_causal_lm__execution__EX-06__r_direct.json
EX-07-A__cnn__execution__EX-07__r_direct,EX-07-A,r_direct,cnn,cnn,cnn,True,EX-07,execution,True,True,True,4,4,False,False,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,4,0,4,166224,14645,180869,,284.697846,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/EX-07-A__cnn__execution__EX-07__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/EX-07-A__cnn__execution__EX-07__r_direct.json
EX-07-B__image_mlp__execution__EX-07__r_direct,EX-07-B,r_direct,image_mlp,mlp,mlp,True,EX-07,execution,True,True,True,4,4,False,False,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,4,0,4,166263,17368,183631,,330.133082,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/EX-07-B__image_mlp__execution__EX-07__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/EX-07-B__image_mlp__execution__EX-07__r_direct.json
EX-08-A__cnn__execution__EX-08__r_direct,EX-08-A,r_direct,cnn,cnn,cnn,True,EX-08,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,41466,7365,48831,,140.799199,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/EX-08-A__cnn__execution__EX-08__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/EX-08-A__cnn__execution__EX-08__r_direct.json
EX-08-B__transformer_classifier__execution__EX-08__r_direct,EX-08-B,r_direct,transformer_classifier,transformer,transformer,True,EX-08,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,41475,2820,44295,,63.23387,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/EX-08-B__transformer_classifier__execution__EX-08__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/EX-08-B__transformer_classifier__execution__EX-08__r_direct.json
EX-09-A__cnn__execution__EX-09__r_direct,EX-09-A,r_direct,cnn,cnn,cnn,True,EX-09,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1282,1005,2287,,17.745902,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/EX-09-A__cnn__execution__EX-09__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/EX-09-A__cnn__execution__EX-09__r_direct.json
EX-09-B__tiny_causal_lm__execution__EX-09__r_direct,EX-09-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,EX-09,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1353,1217,2570,,21.386457,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/EX-09-B__tiny_causal_lm__execution__EX-09__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/EX-09-B__tiny_causal_lm__execution__EX-09__r_direct.json
EX-10-A__image_mlp__execution__EX-10__r_direct,EX-10-A,r_direct,image_mlp,mlp,mlp,True,EX-10,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1240,1903,3143,,33.773149,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/EX-10-A__image_mlp__execution__EX-10__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/EX-10-A__image_mlp__execution__EX-10__r_direct.json
EX-10-B__transformer_classifier__execution__EX-10__r_direct,EX-10-B,r_direct,transformer_classifier,transformer,transformer,True,EX-10,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1290,1542,2832,,26.839587,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/EX-10-B__transformer_classifier__execution__EX-10__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/EX-10-B__transformer_classifier__execution__EX-10__r_direct.json
NU-01-A__image_mlp__numerical__NU-01__r_direct,NU-01-A,r_direct,image_mlp,mlp,mlp,True,NU-01,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1511,1085,2596,,18.970088,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/NU-01-A__image_mlp__numerical__NU-01__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/NU-01-A__image_mlp__numerical__NU-01__r_direct.json
NU-01-B__tiny_causal_lm__numerical__NU-01__r_direct,NU-01-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,NU-01,numerical,True,True,True,2,2,False,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,2,3026,2087,5113,,36.596814,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/NU-01-B__tiny_causal_lm__numerical__NU-01__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/NU-01-B__tiny_causal_lm__numerical__NU-01__r_direct.json
NU-02-A__transformer_classifier__numerical__NU-02__r_direct,NU-02-A,r_direct,transformer_classifier,transformer,transformer,True,NU-02,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,504,2001,2505,,34.574662,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/NU-02-A__transformer_classifier__numerical__NU-02__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/NU-02-A__transformer_classifier__numerical__NU-02__r_direct.json
NU-02-B__tiny_causal_lm__numerical__NU-02__r_direct,NU-02-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,NU-02,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,520,1040,1560,,18.321573,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/NU-02-B__tiny_causal_lm__numerical__NU-02__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/NU-02-B__tiny_causal_lm__numerical__NU-02__r_direct.json
NU-03-A__cnn__numerical__NU-03__r_direct,NU-03-A,r_direct,cnn,cnn,cnn,True,NU-03,numerical,True,True,False,,4,False,False,False,not_measured,not_measured,fail,not_measured,not_measured,fault_group_proxy,13,0,4,159572,49971,209543,,886.673506,strict_verifier_failed,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/NU-03-A__cnn__numerical__NU-03__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/NU-03-A__cnn__numerical__NU-03__r_direct.json
NU-03-B__image_mlp__numerical__NU-03__r_direct,NU-03-B,r_direct,image_mlp,mlp,mlp,True,NU-03,numerical,True,True,False,,4,False,False,False,not_measured,not_measured,fail,not_measured,not_measured,fault_group_proxy,7,0,4,159569,46074,205643,,829.422776,strict_verifier_failed,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/NU-03-B__image_mlp__numerical__NU-03__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/NU-03-B__image_mlp__numerical__NU-03__r_direct.json
NU-04-A__cnn__numerical__NU-04__r_direct,NU-04-A,r_direct,cnn,cnn,cnn,True,NU-04,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1547,760,2307,,13.544615,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/NU-04-A__cnn__numerical__NU-04__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/NU-04-A__cnn__numerical__NU-04__r_direct.json
NU-04-B__transformer_classifier__numerical__NU-04__r_direct,NU-04-B,r_direct,transformer_classifier,transformer,transformer,True,NU-04,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1516,510,2026,,9.475747,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/NU-04-B__transformer_classifier__numerical__NU-04__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/NU-04-B__transformer_classifier__numerical__NU-04__r_direct.json
NU-05-A__cnn__numerical__NU-05__r_direct,NU-05-A,r_direct,cnn,cnn,cnn,True,NU-05,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,39866,2036,41902,,51.153913,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/NU-05-A__cnn__numerical__NU-05__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/NU-05-A__cnn__numerical__NU-05__r_direct.json
NU-05-B__tiny_causal_lm__numerical__NU-05__r_direct,NU-05-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,NU-05,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,39867,1415,41282,,39.906669,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/NU-05-B__tiny_causal_lm__numerical__NU-05__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/NU-05-B__tiny_causal_lm__numerical__NU-05__r_direct.json
NU-06-A__image_mlp__numerical__NU-06__r_direct,NU-06-A,r_direct,image_mlp,mlp,mlp,True,NU-06,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1514,515,2029,,9.599401,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/NU-06-A__image_mlp__numerical__NU-06__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/NU-06-A__image_mlp__numerical__NU-06__r_direct.json
NU-06-B__transformer_classifier__numerical__NU-06__r_direct,NU-06-B,r_direct,transformer_classifier,transformer,transformer,True,NU-06,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1517,828,2345,,14.770009,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/NU-06-B__transformer_classifier__numerical__NU-06__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/NU-06-B__transformer_classifier__numerical__NU-06__r_direct.json
NU-07-A__image_mlp__numerical__NU-07__r_direct,NU-07-A,r_direct,image_mlp,mlp,mlp,True,NU-07,numerical,True,True,False,,4,False,False,False,not_measured,not_measured,fail,not_measured,not_measured,fault_group_proxy,4,0,4,162941,34902,197843,,630.340174,strict_verifier_failed,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/NU-07-A__image_mlp__numerical__NU-07__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/NU-07-A__image_mlp__numerical__NU-07__r_direct.json
NU-07-B__tiny_causal_lm__numerical__NU-07__r_direct,NU-07-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,NU-07,numerical,True,True,False,,4,False,False,False,not_measured,not_measured,fail,not_measured,not_measured,fault_group_proxy,4,0,4,162961,22201,185162,,423.904172,strict_verifier_failed,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/NU-07-B__tiny_causal_lm__numerical__NU-07__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/NU-07-B__tiny_causal_lm__numerical__NU-07__r_direct.json
GR-01-A__transformer_classifier__gradient_update__GR-01__r_direct,GR-01-A,r_direct,transformer_classifier,transformer,transformer,True,GR-01,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1811,1134,2945,,21.42605,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/GR-01-A__transformer_classifier__gradient_update__GR-01__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/GR-01-A__transformer_classifier__gradient_update__GR-01__r_direct.json
GR-01-B__tiny_causal_lm__gradient_update__GR-01__r_direct,GR-01-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,GR-01,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1811,1182,2993,,21.269616,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/GR-01-B__tiny_causal_lm__gradient_update__GR-01__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/GR-01-B__tiny_causal_lm__gradient_update__GR-01__r_direct.json
GR-02-A__cnn__gradient_update__GR-02__r_direct,GR-02-A,r_direct,cnn,cnn,cnn,True,GR-02,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1877,932,2809,,16.60665,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/GR-02-A__cnn__gradient_update__GR-02__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/GR-02-A__cnn__gradient_update__GR-02__r_direct.json
GR-02-B__image_mlp__gradient_update__GR-02__r_direct,GR-02-B,r_direct,image_mlp,mlp,mlp,True,GR-02,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1843,875,2718,,15.787984,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/GR-02-B__image_mlp__gradient_update__GR-02__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/GR-02-B__image_mlp__gradient_update__GR-02__r_direct.json
GR-03-A__cnn__gradient_update__GR-03__r_direct,GR-03-A,r_direct,cnn,cnn,cnn,True,GR-03,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1881,1343,3224,,23.516579,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/candidates/GR-03-A__cnn__gradient_update__GR-03__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_202/r_direct/r_direct/raw/GR-03-A__cnn__gradient_update__GR-03__r_direct.json
