task_id,instance_id,baseline_id,model,expected_model_variant,observed_model_variants,model_binding_valid,fault_id,fault_layer,covered,fault_triggered,strict_success,repair_round,repair_attempts,repair_at_1,repair_at_2,repair_at_4,compile_status,execution_status,numerical_status,gradient_status,update_status,stage_status_semantics,patch_count,out_of_scope_edit_count,llm_calls,prompt_tokens,completion_tokens,total_tokens,api_cost_usd,wall_time_sec,failure_reason,final_patch,raw_report
MF-11__r_flat,MF-11,r_flat,transformer,transformer,transformer,True,ex_boundary+nu_residual+gr_zero,mixed,True,True,False,,4,False,False,False,pass,fail,fail,fail,fail,three_stage_strict_probe,4,0,4,7332,58080,65412,,519.2507488129195,strict_verifier_failed,experiments/experiment_request_20260820/07_experiment_G_multi_fault/results_six_methods_corrected/r_flat/candidates/MF-11__r_flat.py,experiments/experiment_request_20260820/07_experiment_G_multi_fault/results_six_methods_corrected/r_flat/raw/MF-11__r_flat.json
MF-12__r_flat,MF-12,r_flat,causal_lm,causal_lm,causal_lm,True,ex_dtype+nu_scale+gr_step,mixed,True,True,False,,4,False,False,False,pass,fail,fail,fail,fail,three_stage_strict_probe,4,0,4,7410,32640,40050,,272.7874276768416,strict_verifier_failed,experiments/experiment_request_20260820/07_experiment_G_multi_fault/results_six_methods_corrected/r_flat/candidates/MF-12__r_flat.py,experiments/experiment_request_20260820/07_experiment_G_multi_fault/results_six_methods_corrected/r_flat/raw/MF-12__r_flat.json
MF-13__r_flat,MF-13,r_flat,cnn,cnn,cnn,True,ex_index+nu_sign+gr_freeze,mixed,True,True,False,,4,False,False,False,pass,pass,fail,fail,fail,three_stage_strict_probe,4,0,4,7386,42039,49425,,377.1543853478506,strict_verifier_failed,experiments/experiment_request_20260820/07_experiment_G_multi_fault/results_six_methods_corrected/r_flat/candidates/MF-13__r_flat.py,experiments/experiment_request_20260820/07_experiment_G_multi_fault/results_six_methods_corrected/r_flat/raw/MF-13__r_flat.json
MF-14__r_flat,MF-14,r_flat,mlp,mlp,mlp,True,ex_boundary+nu_scale+gr_step,mixed,True,True,False,,4,False,False,False,pass,pass,fail,pass,pass,three_stage_strict_probe,4,0,4,7366,59992,67358,,553.0697402649093,strict_verifier_failed,experiments/experiment_request_20260820/07_experiment_G_multi_fault/results_six_methods_corrected/r_flat/candidates/MF-14__r_flat.py,experiments/experiment_request_20260820/07_experiment_G_multi_fault/results_six_methods_corrected/r_flat/raw/MF-14__r_flat.json
MF-15__r_flat,MF-15,r_flat,transformer,transformer,transformer,True,ex_dtype+nu_residual+gr_freeze,mixed,True,True,False,,4,False,False,False,pass,fail,fail,fail,fail,three_stage_strict_probe,4,0,4,7634,41629,49263,,390.4415596299805,strict_verifier_failed,experiments/experiment_request_20260820/07_experiment_G_multi_fault/results_six_methods_corrected/r_flat/candidates/MF-15__r_flat.py,experiments/experiment_request_20260820/07_experiment_G_multi_fault/results_six_methods_corrected/r_flat/raw/MF-15__r_flat.json
MF-16__r_flat,MF-16,r_flat,causal_lm,causal_lm,causal_lm,True,ex_index+nu_scale+gr_zero,mixed,True,True,False,,4,False,False,False,pass,pass,fail,fail,fail,three_stage_strict_probe,4,0,4,7397,29257,36654,,260.80199521104805,strict_verifier_failed,experiments/experiment_request_20260820/07_experiment_G_multi_fault/results_six_methods_corrected/r_flat/candidates/MF-16__r_flat.py,experiments/experiment_request_20260820/07_experiment_G_multi_fault/results_six_methods_corrected/r_flat/raw/MF-16__r_flat.json
MF-17__r_flat,MF-17,r_flat,cnn,cnn,cnn,True,ex_boundary+nu_sign+gr_freeze,mixed,True,True,False,,4,False,False,False,pass,pass,fail,fail,fail,three_stage_strict_probe,4,0,4,7381,35626,43007,,329.76505043311045,strict_verifier_failed,experiments/experiment_request_20260820/07_experiment_G_multi_fault/results_six_methods_corrected/r_flat/candidates/MF-17__r_flat.py,experiments/experiment_request_20260820/07_experiment_G_multi_fault/results_six_methods_corrected/r_flat/raw/MF-17__r_flat.json
MF-18__r_flat,MF-18,r_flat,mlp,mlp,mlp,True,ex_dtype+nu_sign+gr_zero,mixed,True,True,False,,4,False,False,False,pass,fail,fail,fail,fail,three_stage_strict_probe,4,0,4,7518,63302,70820,,561.0690835379064,strict_verifier_failed,experiments/experiment_request_20260820/07_experiment_G_multi_fault/results_six_methods_corrected/r_flat/candidates/MF-18__r_flat.py,experiments/experiment_request_20260820/07_experiment_G_multi_fault/results_six_methods_corrected/r_flat/raw/MF-18__r_flat.json
MF-19__r_flat,MF-19,r_flat,transformer,transformer,transformer,True,ex_index+nu_residual+gr_step,mixed,True,True,False,,4,False,False,False,pass,pass,fail,fail,fail,three_stage_strict_probe,4,0,4,7347,50361,57708,,459.5317945610732,strict_verifier_failed,experiments/experiment_request_20260820/07_experiment_G_multi_fault/results_six_methods_corrected/r_flat/candidates/MF-19__r_flat.py,experiments/experiment_request_20260820/07_experiment_G_multi_fault/results_six_methods_corrected/r_flat/raw/MF-19__r_flat.json
MF-20__r_flat,MF-20,r_flat,causal_lm,causal_lm,causal_lm,True,ex_boundary+nu_scale+gr_zero,mixed,True,True,False,,4,False,False,False,pass,pass,fail,fail,fail,three_stage_strict_probe,4,0,4,7413,58610,66023,,528.192544936901,strict_verifier_failed,experiments/experiment_request_20260820/07_experiment_G_multi_fault/results_six_methods_corrected/r_flat/candidates/MF-20__r_flat.py,experiments/experiment_request_20260820/07_experiment_G_multi_fault/results_six_methods_corrected/r_flat/raw/MF-20__r_flat.json
