task_id,instance_id,baseline_id,model,expected_model_variant,observed_model_variants,model_binding_valid,fault_id,fault_layer,covered,fault_triggered,strict_success,repair_round,repair_attempts,repair_at_1,repair_at_2,repair_at_4,compile_status,execution_status,numerical_status,gradient_status,update_status,stage_status_semantics,patch_count,out_of_scope_edit_count,llm_calls,prompt_tokens,completion_tokens,total_tokens,api_cost_usd,wall_time_sec,failure_reason,final_patch,raw_report
EX-07-B__image_mlp__execution__EX-07__r_direct,EX-07-B,r_direct,image_mlp,mlp,mlp,True,EX-07,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,38630,778,39408,,36.296999,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/EX-07-B__image_mlp__execution__EX-07__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/EX-07-B__image_mlp__execution__EX-07__r_direct.json
EX-08-A__cnn__execution__EX-08__r_direct,EX-08-A,r_direct,cnn,cnn,cnn,True,EX-08,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,38805,889,39694,,37.560927,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/EX-08-A__cnn__execution__EX-08__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/EX-08-A__cnn__execution__EX-08__r_direct.json
EX-08-B__transformer_classifier__execution__EX-08__r_direct,EX-08-B,r_direct,transformer_classifier,transformer,transformer,True,EX-08,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,38813,586,39399,,36.119263,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/EX-08-B__transformer_classifier__execution__EX-08__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/EX-08-B__transformer_classifier__execution__EX-08__r_direct.json
EX-09-A__cnn__execution__EX-09__r_direct,EX-09-A,r_direct,cnn,cnn,cnn,True,EX-09,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1170,176,1346,,5.225522,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/EX-09-A__cnn__execution__EX-09__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/EX-09-A__cnn__execution__EX-09__r_direct.json
EX-09-B__tiny_causal_lm__execution__EX-09__r_direct,EX-09-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,EX-09,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1236,188,1424,,7.33261,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/EX-09-B__tiny_causal_lm__execution__EX-09__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/EX-09-B__tiny_causal_lm__execution__EX-09__r_direct.json
EX-10-A__image_mlp__execution__EX-10__r_direct,EX-10-A,r_direct,image_mlp,mlp,mlp,True,EX-10,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1129,355,1484,,8.056022,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/EX-10-A__image_mlp__execution__EX-10__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/EX-10-A__image_mlp__execution__EX-10__r_direct.json
EX-10-B__transformer_classifier__execution__EX-10__r_direct,EX-10-B,r_direct,transformer_classifier,transformer,transformer,True,EX-10,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1177,1062,2239,,32.366917,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/EX-10-B__transformer_classifier__execution__EX-10__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/EX-10-B__transformer_classifier__execution__EX-10__r_direct.json
NU-01-A__image_mlp__numerical__NU-01__r_direct,NU-01-A,r_direct,image_mlp,mlp,mlp,True,NU-01,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1362,245,1607,,4.497373,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/NU-01-A__image_mlp__numerical__NU-01__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/NU-01-A__image_mlp__numerical__NU-01__r_direct.json
NU-01-B__tiny_causal_lm__numerical__NU-01__r_direct,NU-01-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,NU-01,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1364,157,1521,,4.243239,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/NU-01-B__tiny_causal_lm__numerical__NU-01__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/NU-01-B__tiny_causal_lm__numerical__NU-01__r_direct.json
NU-02-A__transformer_classifier__numerical__NU-02__r_direct,NU-02-A,r_direct,transformer_classifier,transformer,transformer,True,NU-02,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,457,308,765,,6.740145,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/NU-02-A__transformer_classifier__numerical__NU-02__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/NU-02-A__transformer_classifier__numerical__NU-02__r_direct.json
NU-02-B__tiny_causal_lm__numerical__NU-02__r_direct,NU-02-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,NU-02,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,455,264,719,,6.836675,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/NU-02-B__tiny_causal_lm__numerical__NU-02__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/NU-02-B__tiny_causal_lm__numerical__NU-02__r_direct.json
NU-03-A__cnn__numerical__NU-03__r_direct,NU-03-A,r_direct,cnn,cnn,cnn,True,NU-03,numerical,True,True,False,,4,False,False,False,not_measured,not_measured,fail,not_measured,not_measured,fault_group_proxy,4,0,4,149294,63904,213198,,1714.413035,strict_verifier_failed,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/NU-03-A__cnn__numerical__NU-03__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/NU-03-A__cnn__numerical__NU-03__r_direct.json
NU-03-B__image_mlp__numerical__NU-03__r_direct,NU-03-B,r_direct,image_mlp,mlp,mlp,True,NU-03,numerical,True,True,False,,4,False,False,False,not_measured,not_measured,fail,not_measured,not_measured,fault_group_proxy,6,0,4,149321,118455,267776,,4645.830053,strict_verifier_failed,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/NU-03-B__image_mlp__numerical__NU-03__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/NU-03-B__image_mlp__numerical__NU-03__r_direct.json
NU-04-A__cnn__numerical__NU-04__r_direct,NU-04-A,r_direct,cnn,cnn,cnn,True,NU-04,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1399,159,1558,,3.578605,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/NU-04-A__cnn__numerical__NU-04__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/NU-04-A__cnn__numerical__NU-04__r_direct.json
NU-04-B__transformer_classifier__numerical__NU-04__r_direct,NU-04-B,r_direct,transformer_classifier,transformer,transformer,True,NU-04,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1368,189,1557,,4.122259,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/NU-04-B__transformer_classifier__numerical__NU-04__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/NU-04-B__transformer_classifier__numerical__NU-04__r_direct.json
NU-05-A__cnn__numerical__NU-05__r_direct,NU-05-A,r_direct,cnn,cnn,cnn,True,NU-05,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,37305,677,37982,,35.097867,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/NU-05-A__cnn__numerical__NU-05__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/NU-05-A__cnn__numerical__NU-05__r_direct.json
NU-05-B__tiny_causal_lm__numerical__NU-05__r_direct,NU-05-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,NU-05,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,37300,1250,38550,,44.481626,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/NU-05-B__tiny_causal_lm__numerical__NU-05__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/NU-05-B__tiny_causal_lm__numerical__NU-05__r_direct.json
NU-06-A__image_mlp__numerical__NU-06__r_direct,NU-06-A,r_direct,image_mlp,mlp,mlp,True,NU-06,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1367,164,1531,,4.619114,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/NU-06-A__image_mlp__numerical__NU-06__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/NU-06-A__image_mlp__numerical__NU-06__r_direct.json
NU-06-B__transformer_classifier__numerical__NU-06__r_direct,NU-06-B,r_direct,transformer_classifier,transformer,transformer,True,NU-06,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1370,220,1590,,6.305138,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/NU-06-B__transformer_classifier__numerical__NU-06__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/NU-06-B__transformer_classifier__numerical__NU-06__r_direct.json
NU-07-A__image_mlp__numerical__NU-07__r_direct,NU-07-A,r_direct,image_mlp,mlp,mlp,True,NU-07,numerical,True,True,False,,4,False,False,False,not_measured,not_measured,fail,not_measured,not_measured,fault_group_proxy,5,0,4,152816,35041,187857,,4815.139063,strict_verifier_failed,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/NU-07-A__image_mlp__numerical__NU-07__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/NU-07-A__image_mlp__numerical__NU-07__r_direct.json
NU-07-B__tiny_causal_lm__numerical__NU-07__r_direct,NU-07-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,NU-07,numerical,True,True,False,,4,False,False,False,not_measured,not_measured,fail,not_measured,not_measured,fault_group_proxy,6,0,4,152859,30724,183583,,1454.438158,strict_verifier_failed,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/NU-07-B__tiny_causal_lm__numerical__NU-07__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/NU-07-B__tiny_causal_lm__numerical__NU-07__r_direct.json
GR-01-A__transformer_classifier__gradient_update__GR-01__r_direct,GR-01-A,r_direct,transformer_classifier,transformer,transformer,True,GR-01,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1601,184,1785,,8.489291,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/GR-01-A__transformer_classifier__gradient_update__GR-01__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/GR-01-A__transformer_classifier__gradient_update__GR-01__r_direct.json
GR-01-B__tiny_causal_lm__gradient_update__GR-01__r_direct,GR-01-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,GR-01,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1605,161,1766,,3.4971,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/GR-01-B__tiny_causal_lm__gradient_update__GR-01__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/GR-01-B__tiny_causal_lm__gradient_update__GR-01__r_direct.json
GR-02-A__cnn__gradient_update__GR-02__r_direct,GR-02-A,r_direct,cnn,cnn,cnn,True,GR-02,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1677,143,1820,,3.844095,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/GR-02-A__cnn__gradient_update__GR-02__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/GR-02-A__cnn__gradient_update__GR-02__r_direct.json
GR-02-B__image_mlp__gradient_update__GR-02__r_direct,GR-02-B,r_direct,image_mlp,mlp,mlp,True,GR-02,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1644,159,1803,,4.790596,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/GR-02-B__image_mlp__gradient_update__GR-02__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/GR-02-B__image_mlp__gradient_update__GR-02__r_direct.json
GR-03-A__cnn__gradient_update__GR-03__r_direct,GR-03-A,r_direct,cnn,cnn,cnn,True,GR-03,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1681,223,1904,,5.879568,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/candidates/GR-03-A__cnn__gradient_update__GR-03__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_202/r_direct/r_direct/raw/GR-03-A__cnn__gradient_update__GR-03__r_direct.json
